C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 390: loss 1.9041, time 538.52ms, mfu 0.03%
iter 391: loss 1.9360, time 503.85ms, mfu 0.03%
iter 392: loss 1.8642, time 537.80ms, mfu 0.03%
iter 393: loss 1.9263, time 504.64ms, mfu 0.03%
iter 394: loss 1.8481, time 520.59ms, mfu 0.03%
iter 395: loss 1.9100, time 535.39ms, mfu 0.03%
iter 396: loss 1.8520, time 502.80ms, mfu 0.03%
iter 397: loss 1.8534, time 503.65ms, mfu 0.03%
iter 398: loss 1.9011, time 505.02ms, mfu 0.03%
iter 399: loss 1.8743, time 473.02ms, mfu 0.03%
iter 400: loss 1.8055, time 522.96ms, mfu 0.03%
iter 401: loss 1.8735, time 504.90ms, mfu 0.03%
iter 402: loss 1.8834, time 489.43ms, mfu 0.03%
iter 403: loss 1.8752, time 537.62ms, mfu 0.03%
iter 404: loss 1.8346, time 505.83ms, mfu 0.03%
iter 405: loss 1.8391, time 505.93ms, mfu 0.03%
iter 406: loss 1.9106, time 536.81ms, mfu 0.03%
iter 407: loss 1.8739, time 585.75ms, mfu 0.03%
iter 408: loss 1.7973, time 554.17ms, mfu 0.03%
iter 409: loss 1.8141, time 569.03ms, mfu 0.03%
iter 410: loss 1.9011, time 568.96ms, mfu 0.03%
iter 411: loss 1.7514, time 568.18ms, mfu 0.03%
iter 412: loss 1.8686, time 570.99ms, mfu 0.03%
iter 413: loss 1.8202, time 551.10ms, mfu 0.03%
iter 414: loss 1.7942, time 503.06ms, mfu 0.03%
iter 415: loss 1.8521, time 522.04ms, mfu 0.03%
iter 416: loss 1.7843, time 538.65ms, mfu 0.03%
iter 417: loss 1.8836, time 520.39ms, mfu 0.03%
iter 418: loss 1.8085, time 507.22ms, mfu 0.03%
iter 419: loss 1.7875, time 522.16ms, mfu 0.03%
iter 420: loss 1.8077, time 567.78ms, mfu 0.03%
iter 421: loss 1.8689, time 536.41ms, mfu 0.03%
iter 422: loss 1.8150, time 536.57ms, mfu 0.03%
iter 423: loss 1.7905, time 504.97ms, mfu 0.03%
iter 424: loss 1.8288, time 520.77ms, mfu 0.03%
iter 425: loss 1.8534, time 504.72ms, mfu 0.03%
iter 426: loss 1.7580, time 520.80ms, mfu 0.03%
iter 427: loss 1.7643, time 507.46ms, mfu 0.03%
iter 428: loss 1.7999, time 507.95ms, mfu 0.03%
iter 429: loss 1.8123, time 570.16ms, mfu 0.03%
iter 430: loss 1.8077, time 554.11ms, mfu 0.03%
iter 431: loss 1.7620, time 568.76ms, mfu 0.03%
iter 432: loss 1.8186, time 583.81ms, mfu 0.03%
iter 433: loss 1.8046, time 569.03ms, mfu 0.03%
iter 434: loss 1.7971, time 568.31ms, mfu 0.03%
iter 435: loss 1.7920, time 569.79ms, mfu 0.03%
iter 436: loss 1.8454, time 537.35ms, mfu 0.03%
iter 437: loss 1.8058, time 506.19ms, mfu 0.03%
iter 438: loss 1.7398, time 505.35ms, mfu 0.03%
iter 439: loss 1.7526, time 506.68ms, mfu 0.03%
iter 440: loss 1.7933, time 505.96ms, mfu 0.03%
iter 441: loss 1.7955, time 540.93ms, mfu 0.03%
iter 442: loss 1.8322, time 517.07ms, mfu 0.03%
iter 443: loss 1.8160, time 505.06ms, mfu 0.03%
iter 444: loss 1.8004, time 505.12ms, mfu 0.03%
iter 445: loss 1.7748, time 505.58ms, mfu 0.03%
iter 446: loss 1.7863, time 519.63ms, mfu 0.03%
iter 447: loss 1.8252, time 520.80ms, mfu 0.03%
iter 448: loss 1.7427, time 520.19ms, mfu 0.03%
iter 449: loss 1.7512, time 520.97ms, mfu 0.03%
iter 450: loss 1.8178, time 504.62ms, mfu 0.03%
iter 451: loss 1.7728, time 532.28ms, mfu 0.03%
iter 452: loss 1.8075, time 543.08ms, mfu 0.03%
iter 453: loss 1.7872, time 553.85ms, mfu 0.03%
iter 454: loss 1.7678, time 489.10ms, mfu 0.03%
iter 455: loss 1.6957, time 504.41ms, mfu 0.03%
iter 456: loss 1.7841, time 520.29ms, mfu 0.03%
iter 457: loss 1.7708, time 503.65ms, mfu 0.03%
iter 458: loss 1.7157, time 522.22ms, mfu 0.03%
iter 459: loss 1.8017, time 490.90ms, mfu 0.03%
iter 460: loss 1.7866, time 521.14ms, mfu 0.03%
iter 461: loss 1.8011, time 520.44ms, mfu 0.03%
iter 462: loss 1.7093, time 569.27ms, mfu 0.03%
iter 463: loss 1.7380, time 535.93ms, mfu 0.03%
iter 464: loss 1.8045, time 520.22ms, mfu 0.03%
iter 465: loss 1.7354, time 506.37ms, mfu 0.03%
iter 466: loss 1.7431, time 520.20ms, mfu 0.03%
iter 467: loss 1.7809, time 518.80ms, mfu 0.03%
iter 468: loss 1.7368, time 535.45ms, mfu 0.03%
iter 469: loss 1.8309, time 537.72ms, mfu 0.03%
iter 470: loss 1.7382, time 569.99ms, mfu 0.03%
iter 471: loss 1.7547, time 552.63ms, mfu 0.03%
iter 472: loss 1.7603, time 568.45ms, mfu 0.03%
iter 473: loss 1.8550, time 582.78ms, mfu 0.03%
iter 474: loss 1.7947, time 535.98ms, mfu 0.03%
iter 475: loss 1.7097, time 552.86ms, mfu 0.03%
iter 476: loss 1.7135, time 584.94ms, mfu 0.03%
iter 477: loss 1.7591, time 583.30ms, mfu 0.03%
iter 478: loss 1.7363, time 536.78ms, mfu 0.03%
iter 479: loss 1.7188, time 585.01ms, mfu 0.03%
iter 480: loss 1.7498, time 568.74ms, mfu 0.03%
iter 481: loss 1.7875, time 553.33ms, mfu 0.03%
iter 482: loss 1.7496, time 553.54ms, mfu 0.03%
iter 483: loss 1.7140, time 567.52ms, mfu 0.03%
iter 484: loss 1.7669, time 568.12ms, mfu 0.03%
iter 485: loss 1.7419, time 568.50ms, mfu 0.03%
iter 486: loss 1.7425, time 583.99ms, mfu 0.03%
iter 487: loss 1.7417, time 568.05ms, mfu 0.03%
iter 488: loss 1.6948, time 569.42ms, mfu 0.03%
iter 489: loss 1.7110, time 575.38ms, mfu 0.03%
iter 490: loss 1.6875, time 562.02ms, mfu 0.03%
iter 491: loss 1.7340, time 568.79ms, mfu 0.03%
iter 492: loss 1.7146, time 567.58ms, mfu 0.03%
iter 493: loss 1.7257, time 583.74ms, mfu 0.03%
iter 494: loss 1.7269, time 552.50ms, mfu 0.03%
iter 495: loss 1.6781, time 585.57ms, mfu 0.03%
iter 496: loss 1.7573, time 567.67ms, mfu 0.03%
iter 497: loss 1.6712, time 520.98ms, mfu 0.03%
iter 498: loss 1.7067, time 583.69ms, mfu 0.03%
iter 499: loss 1.7401, time 553.62ms, mfu 0.03%
step 500: train loss 1.7204, val loss 1.8868
saving checkpoint to out-shakespeare-char
iter 500: loss 1.6908, time 36851.88ms, mfu 0.03%
iter 501: loss 1.7511, time 519.84ms, mfu 0.03%
iter 502: loss 1.7010, time 521.65ms, mfu 0.03%
iter 503: loss 1.7189, time 507.04ms, mfu 0.03%
iter 504: loss 1.6947, time 504.56ms, mfu 0.03%
iter 505: loss 1.7122, time 505.25ms, mfu 0.03%
iter 506: loss 1.7130, time 553.72ms, mfu 0.03%
iter 507: loss 1.6510, time 585.47ms, mfu 0.03%
iter 508: loss 1.7471, time 568.45ms, mfu 0.03%
iter 509: loss 1.7613, time 1340.66ms, mfu 0.03%
iter 510: loss 1.8158, time 1443.60ms, mfu 0.03%
iter 511: loss 1.7204, time 1543.97ms, mfu 0.03%
iter 512: loss 1.6466, time 1506.76ms, mfu 0.02%
iter 513: loss 1.7581, time 1473.56ms, mfu 0.02%
iter 514: loss 1.7277, time 1804.91ms, mfu 0.02%
iter 515: loss 1.7269, time 1943.59ms, mfu 0.02%
iter 516: loss 1.7661, time 1525.36ms, mfu 0.02%
iter 517: loss 1.7514, time 1668.29ms, mfu 0.02%
iter 518: loss 1.7612, time 1658.21ms, mfu 0.02%
iter 519: loss 1.7174, time 1443.49ms, mfu 0.02%
iter 520: loss 1.6344, time 1452.65ms, mfu 0.02%
iter 521: loss 1.7348, time 1478.96ms, mfu 0.02%
iter 522: loss 1.7555, time 1525.58ms, mfu 0.02%
iter 523: loss 1.6382, time 1831.18ms, mfu 0.02%
iter 524: loss 1.6954, time 1979.80ms, mfu 0.01%
iter 525: loss 1.7713, time 1932.16ms, mfu 0.01%
iter 526: loss 1.7018, time 1825.25ms, mfu 0.01%
iter 527: loss 1.7587, time 1989.14ms, mfu 0.01%
iter 528: loss 1.6729, time 1860.95ms, mfu 0.01%
iter 529: loss 1.6770, time 1862.44ms, mfu 0.01%
iter 530: loss 1.6920, time 1718.23ms, mfu 0.01%
iter 531: loss 1.7238, time 1768.96ms, mfu 0.01%
iter 532: loss 1.7433, time 1869.74ms, mfu 0.01%
iter 533: loss 1.6745, time 1740.52ms, mfu 0.01%
iter 534: loss 1.6714, time 1859.25ms, mfu 0.01%
iter 535: loss 1.6301, time 1896.70ms, mfu 0.01%
iter 536: loss 1.6537, time 1895.85ms, mfu 0.01%
iter 537: loss 1.7181, time 1952.09ms, mfu 0.01%
iter 538: loss 1.6618, time 1966.10ms, mfu 0.01%
iter 539: loss 1.6730, time 1962.56ms, mfu 0.01%
iter 540: loss 1.7163, time 1882.36ms, mfu 0.01%
iter 541: loss 1.6941, time 1518.13ms, mfu 0.01%
iter 542: loss 1.6855, time 1618.82ms, mfu 0.01%
iter 543: loss 1.6962, time 1659.22ms, mfu 0.01%
iter 544: loss 1.7110, time 1926.40ms, mfu 0.01%
iter 545: loss 1.6760, time 1798.07ms, mfu 0.01%
iter 546: loss 1.6518, time 1752.69ms, mfu 0.01%
iter 547: loss 1.7063, time 1491.18ms, mfu 0.01%
iter 548: loss 1.6981, time 1609.84ms, mfu 0.01%
iter 549: loss 1.7178, time 1672.08ms, mfu 0.01%
iter 550: loss 1.6905, time 1512.24ms, mfu 0.01%
iter 551: loss 1.6578, time 1731.88ms, mfu 0.01%
iter 552: loss 1.7467, time 1618.95ms, mfu 0.01%
iter 553: loss 1.6836, time 1639.22ms, mfu 0.01%
iter 554: loss 1.6131, time 1608.68ms, mfu 0.01%
iter 555: loss 1.7173, time 2036.16ms, mfu 0.01%
iter 556: loss 1.6199, time 1911.32ms, mfu 0.01%
iter 557: loss 1.6527, time 1621.03ms, mfu 0.01%
iter 558: loss 1.6430, time 1941.77ms, mfu 0.01%
iter 559: loss 1.7172, time 1516.57ms, mfu 0.01%
iter 560: loss 1.6258, time 1555.78ms, mfu 0.01%
iter 561: loss 1.6713, time 1525.12ms, mfu 0.01%
iter 562: loss 1.6777, time 1576.66ms, mfu 0.01%
iter 563: loss 1.6207, time 1919.80ms, mfu 0.01%
iter 564: loss 1.7165, time 1641.71ms, mfu 0.01%
iter 565: loss 1.6721, time 1447.20ms, mfu 0.01%
iter 566: loss 1.6732, time 1447.50ms, mfu 0.01%
iter 567: loss 1.6725, time 1673.29ms, mfu 0.01%
iter 568: loss 1.6468, time 1847.53ms, mfu 0.01%
iter 569: loss 1.6331, time 1670.11ms, mfu 0.01%
iter 570: loss 1.6515, time 1764.30ms, mfu 0.01%
iter 571: loss 1.7070, time 2061.01ms, mfu 0.01%
iter 572: loss 1.6707, time 2015.81ms, mfu 0.01%
iter 573: loss 1.6680, time 2044.69ms, mfu 0.01%
iter 574: loss 1.7066, time 1999.71ms, mfu 0.01%
iter 575: loss 1.7117, time 1950.02ms, mfu 0.01%
iter 576: loss 1.6349, time 2030.03ms, mfu 0.01%
iter 577: loss 1.6521, time 1775.08ms, mfu 0.01%
iter 578: loss 1.6484, time 1930.08ms, mfu 0.01%
iter 579: loss 1.7247, time 1932.58ms, mfu 0.01%
iter 580: loss 1.5828, time 1982.25ms, mfu 0.01%
iter 581: loss 1.6869, time 1919.76ms, mfu 0.01%
iter 582: loss 1.6574, time 1982.13ms, mfu 0.01%
iter 583: loss 1.6497, time 1919.37ms, mfu 0.01%
iter 584: loss 1.5962, time 1886.77ms, mfu 0.01%
iter 585: loss 1.6386, time 2015.27ms, mfu 0.01%
iter 586: loss 1.6635, time 2048.30ms, mfu 0.01%
iter 587: loss 1.6117, time 1982.03ms, mfu 0.01%
iter 588: loss 1.6731, time 1934.50ms, mfu 0.01%
iter 589: loss 1.6929, time 2014.86ms, mfu 0.01%
iter 590: loss 1.6175, time 1980.73ms, mfu 0.01%
iter 591: loss 1.6133, time 1918.75ms, mfu 0.01%
iter 592: loss 1.6535, time 2154.23ms, mfu 0.01%
iter 593: loss 1.6266, time 1872.61ms, mfu 0.01%
iter 594: loss 1.6612, time 1915.43ms, mfu 0.01%
iter 595: loss 1.6309, time 2014.60ms, mfu 0.01%
iter 596: loss 1.5981, time 1997.93ms, mfu 0.01%
iter 597: loss 1.6875, time 1806.19ms, mfu 0.01%
iter 598: loss 1.6318, time 1948.09ms, mfu 0.01%
iter 599: loss 1.6562, time 1855.02ms, mfu 0.01%
iter 600: loss 1.6767, time 1885.28ms, mfu 0.01%
iter 601: loss 1.6674, time 1761.60ms, mfu 0.01%
iter 602: loss 1.6222, time 1845.94ms, mfu 0.01%
iter 603: loss 1.6432, time 1795.05ms, mfu 0.01%
iter 604: loss 1.6721, time 1969.96ms, mfu 0.01%
iter 605: loss 1.6474, time 2078.56ms, mfu 0.01%
iter 606: loss 1.6728, time 1905.17ms, mfu 0.01%
iter 607: loss 1.6407, time 2004.06ms, mfu 0.01%
iter 608: loss 1.6491, time 1843.63ms, mfu 0.01%
iter 609: loss 1.6869, time 1977.55ms, mfu 0.01%
iter 610: loss 1.6251, time 2024.77ms, mfu 0.01%
iter 611: loss 1.6104, time 2040.92ms, mfu 0.01%
iter 612: loss 1.6432, time 1964.74ms, mfu 0.01%
iter 613: loss 1.6415, time 1951.02ms, mfu 0.01%
iter 614: loss 1.6346, time 1980.74ms, mfu 0.01%
iter 615: loss 1.6281, time 2050.92ms, mfu 0.01%
iter 616: loss 1.5933, time 2011.16ms, mfu 0.01%
iter 617: loss 1.5917, time 2044.57ms, mfu 0.01%
iter 618: loss 1.5667, time 2092.97ms, mfu 0.01%
iter 619: loss 1.6350, time 2075.17ms, mfu 0.01%
iter 620: loss 1.6179, time 2029.17ms, mfu 0.01%
iter 621: loss 1.5774, time 1997.58ms, mfu 0.01%
iter 622: loss 1.6818, time 2076.27ms, mfu 0.01%
iter 623: loss 1.5795, time 2009.90ms, mfu 0.01%
iter 624: loss 1.6200, time 1568.27ms, mfu 0.01%
iter 625: loss 1.6207, time 1488.17ms, mfu 0.01%
iter 626: loss 1.5832, time 1503.69ms, mfu 0.01%
iter 627: loss 1.6441, time 1473.68ms, mfu 0.01%
iter 628: loss 1.5974, time 1487.34ms, mfu 0.01%
iter 629: loss 1.6557, time 1503.89ms, mfu 0.01%
iter 630: loss 1.6003, time 1537.41ms, mfu 0.01%
iter 631: loss 1.5281, time 1613.11ms, mfu 0.01%
iter 632: loss 1.5538, time 1566.91ms, mfu 0.01%
iter 633: loss 1.6309, time 1598.85ms, mfu 0.01%
iter 634: loss 1.5613, time 1550.38ms, mfu 0.01%
iter 635: loss 1.6500, time 1521.33ms, mfu 0.01%
iter 636: loss 1.5953, time 1535.30ms, mfu 0.01%
iter 637: loss 1.6117, time 1724.39ms, mfu 0.01%
iter 638: loss 1.6459, time 1938.25ms, mfu 0.01%
iter 639: loss 1.5820, time 2009.26ms, mfu 0.01%
iter 640: loss 1.6361, time 1963.82ms, mfu 0.01%
iter 641: loss 1.6297, time 1929.68ms, mfu 0.01%
iter 642: loss 1.6579, time 1882.19ms, mfu 0.01%
iter 643: loss 1.5485, time 1913.14ms, mfu 0.01%
iter 644: loss 1.5261, time 1992.70ms, mfu 0.01%
iter 645: loss 1.5610, time 2086.82ms, mfu 0.01%
iter 646: loss 1.5951, time 2024.18ms, mfu 0.01%
iter 647: loss 1.6752, time 1708.35ms, mfu 0.01%
iter 648: loss 1.5612, time 1865.49ms, mfu 0.01%
iter 649: loss 1.5923, time 1912.38ms, mfu 0.01%
iter 650: loss 1.5997, time 1865.94ms, mfu 0.01%
iter 651: loss 1.5594, time 1961.25ms, mfu 0.01%
iter 652: loss 1.5571, time 1900.18ms, mfu 0.01%
iter 653: loss 1.5704, time 2106.92ms, mfu 0.01%
iter 654: loss 1.5680, time 2027.45ms, mfu 0.01%
iter 655: loss 1.6633, time 1821.26ms, mfu 0.01%
iter 656: loss 1.5930, time 1997.02ms, mfu 0.01%
iter 657: loss 1.5991, time 1997.78ms, mfu 0.01%
iter 658: loss 1.6161, time 1934.85ms, mfu 0.01%
iter 659: loss 1.6183, time 1935.54ms, mfu 0.01%
iter 660: loss 1.6291, time 1934.42ms, mfu 0.01%
iter 661: loss 1.5521, time 2028.18ms, mfu 0.01%
iter 662: loss 1.5356, time 2076.55ms, mfu 0.01%
iter 663: loss 1.5220, time 1934.69ms, mfu 0.01%
iter 664: loss 1.5779, time 2157.34ms, mfu 0.01%
iter 665: loss 1.5733, time 1963.41ms, mfu 0.01%
iter 666: loss 1.5706, time 1949.81ms, mfu 0.01%
iter 667: loss 1.5993, time 2028.78ms, mfu 0.01%
iter 668: loss 1.6500, time 2044.06ms, mfu 0.01%
iter 669: loss 1.6418, time 1932.91ms, mfu 0.01%
iter 670: loss 1.6610, time 1949.45ms, mfu 0.01%
iter 671: loss 1.5945, time 1978.99ms, mfu 0.01%
iter 672: loss 1.5460, time 2108.50ms, mfu 0.01%
iter 673: loss 1.6211, time 1980.12ms, mfu 0.01%
iter 674: loss 1.5974, time 1903.55ms, mfu 0.01%
iter 675: loss 1.6158, time 2062.64ms, mfu 0.01%
iter 676: loss 1.6369, time 2140.71ms, mfu 0.01%
iter 677: loss 1.5834, time 2011.87ms, mfu 0.01%
iter 678: loss 1.5721, time 1934.71ms, mfu 0.01%
iter 679: loss 1.6316, time 2046.72ms, mfu 0.01%
iter 680: loss 1.6415, time 2028.39ms, mfu 0.01%
iter 681: loss 1.5965, time 1982.70ms, mfu 0.01%
iter 682: loss 1.5743, time 2030.75ms, mfu 0.01%
iter 683: loss 1.6723, time 1981.43ms, mfu 0.01%
iter 684: loss 1.5560, time 1966.25ms, mfu 0.01%
iter 685: loss 1.5873, time 1949.60ms, mfu 0.01%
iter 686: loss 1.5552, time 1884.95ms, mfu 0.01%
iter 687: loss 1.5955, time 1937.58ms, mfu 0.01%
iter 688: loss 1.5809, time 2110.19ms, mfu 0.01%
iter 689: loss 1.5661, time 2091.73ms, mfu 0.01%
iter 690: loss 1.5473, time 1950.00ms, mfu 0.01%
iter 691: loss 1.5824, time 1914.72ms, mfu 0.01%
iter 692: loss 1.5457, time 1984.93ms, mfu 0.01%
iter 693: loss 1.5669, time 1970.19ms, mfu 0.01%
iter 694: loss 1.5475, time 1839.23ms, mfu 0.01%
iter 695: loss 1.5915, time 1861.98ms, mfu 0.01%
iter 696: loss 1.5970, time 1731.95ms, mfu 0.01%
iter 697: loss 1.5501, time 1937.93ms, mfu 0.01%
iter 698: loss 1.5710, time 2076.81ms, mfu 0.01%
iter 699: loss 1.5752, time 1855.35ms, mfu 0.01%
iter 700: loss 1.5227, time 1860.61ms, mfu 0.01%
iter 701: loss 1.5116, time 1929.63ms, mfu 0.01%
iter 702: loss 1.5968, time 1886.13ms, mfu 0.01%
iter 703: loss 1.5521, time 2044.62ms, mfu 0.01%
iter 704: loss 1.5034, time 1919.45ms, mfu 0.01%
iter 705: loss 1.5387, time 2014.20ms, mfu 0.01%
iter 706: loss 1.4890, time 1935.24ms, mfu 0.01%
iter 707: loss 1.5919, time 1950.31ms, mfu 0.01%
iter 708: loss 1.5374, time 2090.50ms, mfu 0.01%
iter 709: loss 1.5245, time 1982.46ms, mfu 0.01%
iter 710: loss 1.5703, time 1917.65ms, mfu 0.01%
iter 711: loss 1.6120, time 1885.06ms, mfu 0.01%
iter 712: loss 1.5873, time 1982.77ms, mfu 0.01%
iter 713: loss 1.6182, time 2091.87ms, mfu 0.01%
iter 714: loss 1.6324, time 1794.59ms, mfu 0.01%
iter 715: loss 1.6224, time 2076.42ms, mfu 0.01%
iter 716: loss 1.5558, time 2047.01ms, mfu 0.01%
iter 717: loss 1.4927, time 1883.41ms, mfu 0.01%
iter 718: loss 1.5732, time 1978.08ms, mfu 0.01%
iter 719: loss 1.5753, time 1843.13ms, mfu 0.01%
iter 720: loss 1.5817, time 1699.49ms, mfu 0.01%
iter 721: loss 1.5187, time 1511.04ms, mfu 0.01%
iter 722: loss 1.5796, time 1718.62ms, mfu 0.01%
iter 723: loss 1.5622, time 1563.15ms, mfu 0.01%
iter 724: loss 1.5927, time 1705.49ms, mfu 0.01%
iter 725: loss 1.5493, time 1729.42ms, mfu 0.01%
iter 726: loss 1.4673, time 1876.04ms, mfu 0.01%
iter 727: loss 1.5322, time 1640.20ms, mfu 0.01%
iter 728: loss 1.5480, time 1812.60ms, mfu 0.01%
iter 729: loss 1.5149, time 1648.66ms, mfu 0.01%
iter 730: loss 1.4803, time 1450.60ms, mfu 0.01%
iter 731: loss 1.6095, time 1728.33ms, mfu 0.01%
iter 732: loss 1.6451, time 1456.61ms, mfu 0.01%
iter 733: loss 1.5555, time 1532.05ms, mfu 0.01%
iter 734: loss 1.5540, time 1279.98ms, mfu 0.01%
iter 735: loss 1.5337, time 1015.85ms, mfu 0.01%
iter 736: loss 1.4804, time 1000.89ms, mfu 0.01%
iter 737: loss 1.5332, time 522.40ms, mfu 0.01%
iter 738: loss 1.5173, time 488.54ms, mfu 0.02%
iter 739: loss 1.5423, time 505.28ms, mfu 0.02%
iter 740: loss 1.5737, time 490.17ms, mfu 0.02%
iter 741: loss 1.5465, time 522.27ms, mfu 0.02%
iter 742: loss 1.5520, time 522.22ms, mfu 0.02%
iter 743: loss 1.5327, time 539.17ms, mfu 0.02%
iter 744: loss 1.6035, time 505.26ms, mfu 0.02%
iter 745: loss 1.5659, time 519.55ms, mfu 0.03%
iter 746: loss 1.5335, time 521.63ms, mfu 0.03%
iter 747: loss 1.5730, time 542.65ms, mfu 0.03%
iter 748: loss 1.5728, time 547.77ms, mfu 0.03%
iter 749: loss 1.5365, time 568.73ms, mfu 0.03%
step 750: train loss 1.5465, val loss 1.7392
saving checkpoint to out-shakespeare-char
iter 750: loss 1.5480, time 63297.65ms, mfu 0.03%
iter 751: loss 1.5700, time 1071.19ms, mfu 0.02%
iter 752: loss 1.5375, time 1025.05ms, mfu 0.02%
iter 753: loss 1.5221, time 1023.85ms, mfu 0.02%
iter 754: loss 1.5213, time 1023.50ms, mfu 0.02%
iter 755: loss 1.6212, time 1024.36ms, mfu 0.02%
iter 756: loss 1.5706, time 1024.21ms, mfu 0.02%
iter 757: loss 1.5322, time 1022.96ms, mfu 0.02%
iter 758: loss 1.5194, time 1023.80ms, mfu 0.02%
iter 759: loss 1.5418, time 1057.41ms, mfu 0.02%
iter 760: loss 1.5473, time 1040.38ms, mfu 0.02%
iter 761: loss 1.5652, time 1023.84ms, mfu 0.02%
iter 762: loss 1.5499, time 1041.75ms, mfu 0.02%
iter 763: loss 1.5645, time 1024.99ms, mfu 0.02%
iter 764: loss 1.5270, time 1055.47ms, mfu 0.02%
iter 765: loss 1.5960, time 1040.05ms, mfu 0.02%
iter 766: loss 1.5796, time 1007.86ms, mfu 0.02%
iter 767: loss 1.5545, time 1018.39ms, mfu 0.02%
iter 768: loss 1.5200, time 1018.67ms, mfu 0.02%
iter 769: loss 1.6582, time 1577.23ms, mfu 0.02%
iter 770: loss 1.5524, time 1765.98ms, mfu 0.02%
iter 771: loss 1.5378, time 1876.98ms, mfu 0.02%
iter 772: loss 1.5392, time 1592.31ms, mfu 0.02%
iter 773: loss 1.4945, time 1480.41ms, mfu 0.02%
iter 774: loss 1.5263, time 1545.48ms, mfu 0.01%
iter 775: loss 1.4884, time 1563.69ms, mfu 0.01%
iter 776: loss 1.5230, time 1461.99ms, mfu 0.01%
iter 777: loss 1.5319, time 1478.36ms, mfu 0.01%
iter 778: loss 1.6197, time 1467.45ms, mfu 0.01%
iter 779: loss 1.5656, time 1624.75ms, mfu 0.01%
iter 780: loss 1.5533, time 1500.33ms, mfu 0.01%
iter 781: loss 1.5948, time 1454.59ms, mfu 0.01%
iter 782: loss 1.5980, time 1527.88ms, mfu 0.01%
iter 783: loss 1.5736, time 1466.44ms, mfu 0.01%
iter 784: loss 1.4924, time 1441.79ms, mfu 0.01%
iter 785: loss 1.5395, time 1487.62ms, mfu 0.01%
iter 786: loss 1.5773, time 1491.56ms, mfu 0.01%
iter 787: loss 1.5250, time 1499.30ms, mfu 0.01%
iter 788: loss 1.5735, time 1433.42ms, mfu 0.01%
iter 789: loss 1.5654, time 1478.12ms, mfu 0.01%
iter 790: loss 1.5728, time 1629.04ms, mfu 0.01%
iter 791: loss 1.5497, time 1559.56ms, mfu 0.01%
iter 792: loss 1.5434, time 1485.80ms, mfu 0.01%
iter 793: loss 1.5271, time 1456.02ms, mfu 0.01%
iter 794: loss 1.5078, time 1445.02ms, mfu 0.01%
iter 795: loss 1.5661, time 1493.51ms, mfu 0.01%
iter 796: loss 1.5299, time 1505.81ms, mfu 0.01%
iter 797: loss 1.5781, time 1485.84ms, mfu 0.01%
iter 798: loss 1.5391, time 1459.67ms, mfu 0.01%
iter 799: loss 1.5398, time 1492.81ms, mfu 0.01%
iter 800: loss 1.5256, time 1450.28ms, mfu 0.01%
iter 801: loss 1.5278, time 1484.23ms, mfu 0.01%
iter 802: loss 1.5066, time 1462.03ms, mfu 0.01%
iter 803: loss 1.5513, time 1472.82ms, mfu 0.01%
iter 804: loss 1.5837, time 1453.20ms, mfu 0.01%
iter 805: loss 1.5353, time 1488.60ms, mfu 0.01%
iter 806: loss 1.5271, time 1449.21ms, mfu 0.01%
iter 807: loss 1.5243, time 1478.65ms, mfu 0.01%
iter 808: loss 1.5844, time 1465.04ms, mfu 0.01%
iter 809: loss 1.5322, time 1451.96ms, mfu 0.01%
